dist,I
0.5,-0.16916129807376612
0.5082101806239737,-0.1677135451504992
0.5164203612479474,-0.16339154153140856
0.5246305418719212,-0.1562587478741256
0.5328407224958949,-0.14641992032065942
0.5410509031198687,-0.13401960826710949
0.5492610837438424,-0.11924008141847427
0.5574712643678161,-0.10229871578560062
0.5656814449917899,-0.08344487602008818
0.5738916256157636,-0.06295633868535938
0.5821018062397373,-0.041135307624898754
0.590311986863711,-0.018304078417872745
0.5985221674876847,0.005199586075455315
0.6067323481116584,0.029027302952544715
0.6149425287356322,0.05282506998958654
0.6231527093596059,0.07623834835926185
0.6313628899835797,0.09891715469998882
0.6395730706075533,0.12052108977134332
0.6477832512315271,0.1407242318512668
0.6559934318555009,0.15921982497886508
0.6642036124794746,0.1757246950935894
0.6724137931034483,0.18998333102456316
0.680623973727422,0.20177157208630722
0.6888341543513957,0.21089984966974906
0.6970443349753694,0.2172159365989783
0.7052545155993432,0.2206071650628476
0.7134646962233169,0.2210020815249843
0.7216748768472907,0.21837151505700103
0.7298850574712643,0.21272904391227024
0.7380952380952381,0.204130853741573
0.7463054187192119,0.19267498952434037
0.7545155993431856,0.1785000119260682
0.7627257799671593,0.16178307727045593
0.770935960591133,0.14273746851298033
0.7791461412151067,0.1216096124042313
0.7873563218390804,0.09867562532549948
0.7955665024630543,0.0742374369623372
0.8037766830870279,0.04861854695952037
0.8119868637110017,0.022159474888677293
0.8201970443349753,-0.004787031815133239
0.8284072249589491,-0.03186096388987942
0.8366174055829229,-0.058700119766797135
0.8448275862068966,-0.08494520665768858
0.8530377668308703,-0.11024490088769207
0.861247947454844,-0.13426079577400377
0.8694581280788177,-0.1566721669895843
0.8776683087027914,-0.177180487981112
0.8858784893267653,-0.19551363159341623
0.8940886699507389,-0.2114296985359381
0.9022988505747127,-0.22472041864532102
0.9105090311986863,-0.2352140769752136
0.9187192118226601,-0.24277792349231492
0.9269293924466339,-0.2473200324798662
0.9351395730706076,-0.24879058554148095
0.9433497536945813,-0.24718256024834978
0.951559934318555,-0.24253181486551711
0.9597701149425287,-0.2349165681091134
0.9679802955665024,-0.22445628140561885
0.9761904761904763,-0.21130995952628245
0.9844006568144499,-0.1956738936364805
0.9926108374384237,-0.17777887861656202
1.0008210180623975,-0.1578869438682928
1.0090311986863711,-0.13628764361693702
1.0172413793103448,-0.11329395885904602
1.0254515599343186,-0.08923786850549202
1.0336617405582924,-0.06446565185416069
1.041871921182266,-0.03933298823474106
1.0500821018062396,-0.014199922449454257
1.0582922824302134,0.010574233548205492
1.0665024630541873,0.03463599146249537
1.0747126436781609,0.05764269884090058
1.0829228243021347,0.07926740267773479
1.0911330049261085,0.09920349660173805
1.0993431855500821,0.11716908687657089
1.1075533661740558,0.13291101639961903
1.1157635467980296,0.14620849067677189
1.1239737274220034,0.1568762553097529
1.132183908045977,0.16476728077857625
1.1403940886699506,0.169774917146029
1.1486042692939245,0.17183448865696635
1.1568144499178983,0.17092430594939395
1.1650246305418719,0.16706608162839243
1.1732348111658457,0.1603247431660455
1.1814449917898195,0.1508076453667619
